# stiffnessNum
 3.309e+10  5.924e+09  5.923e+09 -1.675e+08  3.314e+08 -4.737e+07
 5.875e+09  3.282e+10  6.036e+09 -4.802e+07 -6.424e+07 -7.644e+07
 6.143e+09  5.841e+09  3.283e+10 -1.291e+08  3.966e+08  1.359e+08
 3.886e+07  1.280e+08 -1.927e+08  1.368e+10  6.332e+07  2.701e+07
 4.290e+07 -1.127e+08  1.024e+08 -2.829e+07  1.377e+10 -2.064e+07
 8.191e+07 -3.353e+06 -1.108e+08  5.353e+07  4.189e+07  1.363e+10

# stiffnessTheor
 3.422e+10  5.921e+09  5.967e+09  2.453e+07  2.274e+08  3.749e+07
 5.921e+09  3.381e+10  5.932e+09 -1.243e+08 -6.740e+07  1.153e+08
 5.967e+09  5.932e+09  3.442e+10 -3.664e+07  1.550e+08  4.259e+06
 2.453e+07 -1.243e+08 -3.664e+07  1.426e+10  1.847e+07 -3.890e+07
 2.274e+08 -6.740e+07  1.550e+08  1.847e+07  1.433e+10  1.219e+07
 3.749e+07  1.153e+08  4.259e+06 -3.890e+07  1.219e+07  1.423e+10

# sumladiv3v
1.84128661899
