# stiffnessNum
 1.023e+15 -5.118e+14 -5.111e+14 -2.718e+12 -3.024e+12  3.772e+12
-5.118e+14  1.029e+15 -5.174e+14  2.311e+12 -3.232e+11 -2.779e+12
-5.111e+14 -5.174e+14  1.029e+15  4.071e+11  3.349e+12 -9.933e+11
-2.650e+12  1.923e+12  7.276e+11  7.633e+14 -3.986e+11  5.792e+12
-4.827e+12 -3.309e+11  5.160e+12 -2.059e+11  7.655e+14 -2.531e+12
 3.923e+12 -2.899e+12 -1.023e+12  3.987e+12 -2.731e+12  7.701e+14

# stiffnessTheor
 1.045e+15 -5.233e+14 -5.215e+14 -2.703e+12 -3.201e+12  3.655e+12
-5.233e+14  1.052e+15 -5.281e+14  2.489e+12  4.360e+11 -2.913e+12
-5.215e+14 -5.281e+14  1.050e+15  2.142e+11  2.767e+12 -7.421e+11
-2.703e+12  2.489e+12  2.142e+11  7.795e+14 -2.439e+11  4.685e+12
-3.201e+12  4.360e+11  2.767e+12 -2.439e+11  7.809e+14 -3.035e+12
 3.655e+12 -2.913e+12 -7.421e+11  4.685e+12 -3.035e+12  7.845e+14

# sumladiv3v
10.4474880903
