 4.369e+10  1.231e+10  1.160e+10  1.027e+07 -1.283e+08  6.595e+07
 1.231e+10  4.299e+10  1.215e+10 -5.489e+08 -9.622e+08  8.402e+07
 1.160e+10  1.215e+10  4.145e+10 -2.076e+08 -6.769e+08 -1.566e+08
 1.027e+07 -5.489e+08 -2.076e+08  1.560e+10  9.437e+07 -2.361e+08
-1.283e+08 -9.622e+08 -6.769e+08  9.437e+07  1.540e+10 -2.421e+08
 6.595e+07  8.402e+07 -1.566e+08 -2.361e+08 -2.421e+08  1.486e+10
