# stiffnessNum
 2.545e+12 -1.228e+12 -1.251e+12  8.192e+08  3.288e+09  2.866e+09
-1.228e+12  2.524e+12 -1.231e+12 -3.389e+09  5.173e+09 -6.625e+09
-1.251e+12 -1.231e+12  2.547e+12  2.331e+09 -8.994e+09  3.554e+09
 1.200e+09 -5.462e+09  3.996e+09  1.896e+12 -1.284e+09 -1.039e+10
 9.451e+09  5.057e+09 -1.496e+10 -2.943e+09  1.892e+12 -1.399e+08
 9.117e+08 -5.012e+09  3.924e+09 -3.818e+09 -3.255e+09  1.895e+12

# stiffnessTheor
 2.648e+12 -1.282e+12 -1.301e+12  3.406e+09  4.605e+09  1.402e+09
-1.282e+12  2.629e+12 -1.282e+12 -7.296e+09  5.788e+09 -6.026e+09
-1.301e+12 -1.282e+12  2.649e+12  3.671e+09 -1.091e+10  4.437e+09
 3.406e+09 -7.296e+09  3.671e+09  1.973e+12 -2.389e+08 -7.160e+09
 4.605e+09  5.788e+09 -1.091e+10 -2.389e+08  1.974e+12 -2.038e+09
 1.402e+09 -6.026e+09  4.437e+09 -7.160e+09 -2.038e+09  1.979e+12

# sumladiv3v
2.61086893561
