# stiffnessNum
 1.921e+11  3.324e+10  3.305e+10  2.046e+08  1.277e+09 -1.637e+08
 3.308e+10  1.938e+11  3.373e+10  1.669e+07  1.477e+07  1.171e+08
 3.326e+10  3.377e+10  1.917e+11 -2.996e+07  8.768e+08  1.361e+08
 7.881e+07 -1.574e+08 -7.104e+06  8.017e+10  1.276e+08  1.091e+08
 1.103e+09 -1.976e+08  9.083e+08  7.777e+07  7.953e+10  6.779e+07
 1.471e+08  5.686e+07 -2.328e+08  2.037e+08  7.830e+07  7.984e+10

# stiffnessTheor
 1.939e+11  3.339e+10  3.327e+10  1.725e+08  1.054e+09 -1.336e+08
 3.339e+10  1.955e+11  3.369e+10 -2.251e+08 -2.782e+07  2.855e+08
 3.327e+10  3.369e+10  1.935e+11 -8.000e+07  6.733e+08  4.735e+07
 1.725e+08 -2.251e+08 -8.000e+07  8.103e+10  6.538e+07  1.260e+08
 1.054e+09 -2.782e+07  6.733e+08  6.538e+07  8.042e+10  1.605e+08
-1.336e+08  2.855e+08  4.735e+07  1.260e+08  1.605e+08  8.073e+10

# sumladiv3v
10.4474880903
