 2.490e+10  1.409e+09  1.229e+09  3.436e+08  1.779e+07  3.900e+07
 1.409e+09  2.408e+10  1.485e+09  3.316e+08 -2.032e+07 -5.806e+07
 1.229e+09  1.485e+09  2.395e+10 -1.604e+08 -6.490e+07 -6.532e+07
 3.436e+08  3.316e+08 -1.604e+08  1.159e+10 -6.489e+07 -6.433e+07
 1.779e+07 -2.032e+07 -6.490e+07 -6.489e+07  1.144e+10  1.213e+08
 3.900e+07 -5.806e+07 -6.532e+07 -6.433e+07  1.213e+08  1.153e+10
