# stiffnessNum
 9.108e+12 -4.480e+12 -4.562e+12  3.107e+09  1.268e+10  1.070e+10
-4.480e+12  9.035e+12 -4.490e+12 -1.213e+10  1.898e+10 -2.392e+10
-4.562e+12 -4.490e+12  9.117e+12  8.807e+09 -3.217e+10  1.300e+10
 4.547e+09 -1.965e+10  1.487e+10  6.828e+12 -4.548e+09 -3.745e+10
 3.494e+10  1.844e+10 -5.384e+10 -1.059e+10  6.813e+12 -3.255e+08
 3.599e+09 -1.816e+10  1.436e+10 -1.368e+10 -1.166e+10  6.827e+12

# stiffnessTheor
 9.483e+12 -4.674e+12 -4.743e+12  1.242e+10  1.748e+10  5.359e+09
-4.674e+12  9.416e+12 -4.677e+12 -2.631e+10  2.111e+10 -2.173e+10
-4.743e+12 -4.677e+12  9.485e+12  1.368e+10 -3.910e+10  1.618e+10
 1.242e+10 -2.631e+10  1.368e+10  7.110e+12 -7.475e+08 -2.577e+10
 1.748e+10  2.111e+10 -3.910e+10 -7.475e+08  7.111e+12 -7.286e+09
 5.359e+09 -2.173e+10  1.618e+10 -2.577e+10 -7.286e+09  7.128e+12

# sumladiv3v
2.61086893561
