 6.257e+10  3.884e+08  4.084e+08  1.068e+08 -1.683e+07 -9.710e+07
 3.884e+08  6.274e+10  3.455e+08  1.111e+08 -4.694e+07 -1.304e+07
 4.084e+08  3.455e+08  6.280e+10 -1.246e+07 -6.934e+07 -8.610e+07
 1.068e+08  1.111e+08 -1.246e+07  3.114e+10 -5.188e+07 -5.695e+07
-1.683e+07 -4.694e+07 -6.934e+07 -5.188e+07  3.115e+10  4.573e+07
-9.710e+07 -1.304e+07 -8.610e+07 -5.695e+07  4.573e+07  3.114e+10
