 4.073e+10  1.160e+10  1.119e+10  4.990e+07  1.558e+08  2.069e+08
 1.160e+10  4.164e+10  1.133e+10  1.075e+08  2.568e+08  3.684e+07
 1.119e+10  1.133e+10  4.092e+10 -2.021e+07  5.541e+08  2.693e+08
 4.990e+07  1.075e+08 -2.021e+07  1.478e+10  3.193e+07  1.818e+08
 1.558e+08  2.568e+08  5.541e+08  3.193e+07  1.455e+10 -3.751e+07
 2.069e+08  3.684e+07  2.693e+08  1.818e+08 -3.751e+07  1.432e+10
