 2.616e+10  1.167e+09  1.205e+09  1.926e+08  1.046e+08 -3.225e+08
 1.167e+09  2.501e+10  1.290e+09  2.333e+08 -2.016e+08 -7.373e+07
 1.205e+09  1.290e+09  2.565e+10 -4.413e+07 -2.530e+08 -3.042e+08
 1.926e+08  2.333e+08 -4.413e+07  1.225e+10 -3.333e+08 -8.814e+07
 1.046e+08 -2.016e+08 -2.530e+08 -3.333e+08  1.204e+10  1.033e+08
-3.225e+08 -7.373e+07 -3.042e+08 -8.814e+07  1.033e+08  1.227e+10
