 4.191e+10  1.181e+10  1.165e+10 -5.371e+08 -3.558e+07  7.263e+08
 1.181e+10  4.158e+10  1.214e+10  9.963e+07  3.818e+08  1.031e+08
 1.165e+10  1.214e+10  4.170e+10 -1.125e+08  3.522e+08  7.525e+08
-5.371e+08  9.963e+07 -1.125e+08  1.502e+10  1.467e+08  2.691e+06
-3.558e+07  3.818e+08  3.522e+08  1.467e+08  1.539e+10 -1.450e+08
 7.263e+08  1.031e+08  7.525e+08  2.691e+06 -1.450e+08  1.488e+10
