# stiffnessNum
 3.705e+14 -1.852e+14 -1.850e+14 -9.836e+11 -1.094e+12  1.365e+12
-1.852e+14  3.728e+14 -1.873e+14  8.362e+11 -1.170e+11 -1.006e+12
-1.850e+14 -1.873e+14  3.725e+14  1.473e+11  1.213e+12 -3.595e+11
-9.592e+11  6.958e+11  2.633e+11  2.763e+14 -1.443e+11  2.097e+12
-1.747e+12 -1.198e+11  1.868e+12 -7.453e+10  2.771e+14 -9.161e+11
 1.420e+12 -1.049e+12 -3.704e+11  1.443e+12 -9.886e+11  2.788e+14

# stiffnessTheor
 3.784e+14 -1.894e+14 -1.887e+14 -9.783e+11 -1.158e+12  1.323e+12
-1.894e+14  3.808e+14 -1.911e+14  9.007e+11  1.578e+11 -1.054e+12
-1.887e+14 -1.911e+14  3.801e+14  7.748e+10  1.002e+12 -2.686e+11
-9.783e+11  9.007e+11  7.748e+10  2.822e+14 -8.826e+10  1.696e+12
-1.158e+12  1.578e+11  1.002e+12 -8.826e+10  2.827e+14 -1.098e+12
 1.323e+12 -1.054e+12 -2.686e+11  1.696e+12 -1.098e+12  2.840e+14

# sumladiv3v
10.4474880903
