 3.962e+10  1.129e+10  1.130e+10  7.016e+06  9.345e+07  1.587e+07
 1.129e+10  4.044e+10  1.132e+10  2.075e+06  1.891e+08  3.301e+07
 1.130e+10  1.132e+10  4.023e+10 -3.542e+07  2.396e+08  1.416e+07
 7.016e+06  2.075e+06 -3.542e+07  1.441e+10  3.210e+07  9.824e+07
 9.345e+07  1.891e+08  2.396e+08  3.210e+07  1.446e+10 -3.297e+07
 1.587e+07  3.301e+07  1.416e+07  9.824e+07 -3.297e+07  1.442e+10
