# stiffnessNum
 1.323e+10  5.675e+09  5.599e+09  1.633e+08  1.811e+08  4.385e+07
 5.649e+09  1.374e+10  5.930e+09  6.182e+07 -1.101e+08  1.125e+08
 5.428e+09  5.761e+09  1.244e+10  1.770e+08 -1.096e+08 -1.162e+08
 1.649e+08 -1.328e+08  1.833e+08  4.019e+09  7.351e+07 -3.074e+07
 2.723e+07 -6.008e+07 -7.555e+07 -2.895e+07  3.821e+09  8.453e+07
 1.276e+08  1.831e+08 -2.420e+08  2.377e+07  8.323e+07  3.783e+09

# stiffnessTheor
 1.891e+10  5.976e+09  5.916e+09  1.302e+08  1.167e+08  4.444e+07
 5.976e+09  1.907e+10  6.126e+09 -1.123e+08 -1.159e+08  1.931e+08
 5.916e+09  6.126e+09  1.804e+10  6.041e+07 -1.214e+08  4.953e+07
 1.302e+08 -1.123e+08  6.041e+07  6.681e+09  5.213e+07 -1.170e+08
 1.167e+08 -1.159e+08 -1.214e+08  5.213e+07  6.467e+09  1.309e+08
 4.444e+07  1.931e+08  4.953e+07 -1.170e+08  1.309e+08  6.536e+09

# sumladiv3v
1.22730276283
