# stiffnessNum
 2.771e+10  8.261e+09  8.264e+09 -8.050e+07  3.209e+08 -2.643e+07
 8.242e+09  2.739e+10  8.373e+09 -1.062e+08 -7.908e+07  3.714e+07
 8.392e+09  8.231e+09  2.769e+10 -9.401e+07  3.112e+08  7.197e+07
 5.259e+06 -1.549e+07 -1.650e+08  9.959e+09  2.647e+07 -6.520e+07
 1.524e+08 -1.171e+08  1.574e+08 -3.128e+07  1.002e+10  5.676e+06
 1.590e+07  8.709e+07 -8.448e+07 -5.217e+07  3.396e+07  9.955e+09

# stiffnessTheor
 2.934e+10  8.352e+09  8.417e+09  3.461e+07  2.561e+08  2.064e+07
 8.352e+09  2.894e+10  8.368e+09 -1.473e+08 -9.508e+07  1.304e+08
 8.417e+09  8.368e+09  2.954e+10 -2.369e+07  1.540e+08  6.008e+06
 3.461e+07 -1.473e+08 -2.369e+07  1.067e+10  9.933e+06 -8.721e+07
 2.561e+08 -9.508e+07  1.540e+08  9.933e+06  1.073e+10  3.120e+07
 2.064e+07  1.304e+08  6.008e+06 -8.721e+07  3.120e+07  1.065e+10

# sumladiv3v
1.84128661899
