   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
  -3.500000e-05  -1.155000e+06   3.882200e-11   3.882200e-11
  -7.000000e-05  -2.310000e+06   0.000000e+00   0.000000e+00
  -1.050000e-04  -3.465000e+06  -1.552900e-10  -1.552900e-10
  -1.400000e-04  -4.611800e+06  -2.473700e-04  -2.473700e-04
  -1.750000e-04  -5.749900e+06  -3.904600e-04  -3.904600e-04
  -2.100000e-04  -6.885900e+06  -3.306000e-04  -3.306000e-04
  -2.450000e-04  -8.019400e+06  -6.388600e-04  -6.388600e-04
  -2.800000e-04  -9.150000e+06  -1.099500e-03  -1.099500e-03
  -3.150000e-04  -1.027700e+07  -5.254200e-04  -5.254200e-04
  -3.500000e-04  -1.140000e+07  -6.553400e-04  -6.553400e-04
  -3.850000e-04  -1.251900e+07  -4.193900e-03  -4.193900e-03
  -4.200000e-04  -1.363200e+07  -8.330100e-04  -8.330100e-04
  -4.550000e-04  -1.473800e+07  -3.015300e-03  -3.015300e-03
  -4.900000e-04  -1.583800e+07  -1.332300e-03  -1.332300e-03
  -5.250000e-04  -1.692900e+07  -1.687800e-03  -1.687800e-03
  -5.600000e-04  -1.801000e+07  -3.468900e-03  -3.468900e-03
  -5.950000e-04  -1.908000e+07  -2.194800e-03  -2.194800e-03
  -6.300000e-04  -2.013800e+07  -2.655500e-03  -2.655500e-03
  -6.650000e-04  -2.118100e+07  -2.230300e-03  -2.230300e-03
  -7.000000e-04  -2.220800e+07  -3.686500e-03  -3.686500e-03
  -7.350000e-04  -2.321700e+07  -2.828500e-03  -2.828500e-03
  -7.700000e-04  -2.420500e+07  -4.079700e-03  -4.079700e-03
  -8.050000e-04  -2.517100e+07  -4.172200e-03  -4.172200e-03
  -8.400000e-04  -2.611200e+07  -3.285400e-03  -3.285400e-03
  -8.750000e-04  -2.702700e+07  -3.454100e-03  -3.454100e-03
  -9.100000e-04  -2.791200e+07  -4.056400e-03  -4.056400e-03
  -9.450000e-04  -2.876700e+07  -2.613400e-03  -2.613400e-03
  -9.800000e-04  -2.958900e+07  -3.445600e-03  -3.445600e-03
  -1.015000e-03  -3.037600e+07  -3.658200e-03  -3.658200e-03
  -1.050000e-03  -3.112900e+07  -3.635300e-03  -3.635300e-03
  -1.085000e-03  -3.184500e+07  -2.617700e-03  -2.617700e-03
  -1.120000e-03  -3.252400e+07  -3.330900e-03  -3.330900e-03
  -1.155000e-03  -3.316600e+07  -3.881100e-03  -3.881100e-03
  -1.190000e-03  -3.377100e+07  -3.953700e-03  -3.953700e-03
  -1.225000e-03  -3.433900e+07  -3.300800e-03  -3.300800e-03
  -1.260000e-03  -3.487200e+07  -3.644700e-03  -3.644700e-03
  -1.295000e-03  -3.536900e+07  -3.376600e-03  -3.376600e-03
  -1.330000e-03  -3.583300e+07  -4.002100e-03  -4.002100e-03
  -1.365000e-03  -3.626400e+07  -3.668700e-03  -3.668700e-03
  -1.400000e-03  -3.666300e+07  -2.989100e-03  -2.989100e-03
  -1.435000e-03  -3.703100e+07  -4.238700e-03  -4.238700e-03
  -1.470000e-03  -3.737100e+07  -4.168000e-03  -4.168000e-03
  -1.505000e-03  -3.768400e+07  -3.952400e-03  -3.952400e-03
  -1.540000e-03  -3.797000e+07  -3.153000e-03  -3.153000e-03
  -1.575000e-03  -3.823100e+07  -3.753500e-03  -3.753500e-03
  -1.610000e-03  -3.846900e+07  -3.817500e-03  -3.817500e-03
  -1.645000e-03  -3.868400e+07  -4.016600e-03  -4.016600e-03
  -1.680000e-03  -3.887900e+07  -4.135500e-03  -4.135500e-03
  -1.715000e-03  -3.905300e+07  -3.949700e-03  -3.949700e-03
  -1.750000e-03  -3.920800e+07  -4.217200e-03  -4.217200e-03
  -1.785000e-03  -3.934600e+07  -3.861400e-03  -3.861400e-03
  -1.820000e-03  -3.946700e+07  -3.920200e-03  -3.920200e-03
  -1.855000e-03  -3.957200e+07  -3.484100e-03  -3.484100e-03
  -1.890000e-03  -3.966300e+07  -3.432000e-03  -3.432000e-03
  -1.925000e-03  -3.974100e+07  -3.883300e-03  -3.883300e-03
  -1.960000e-03  -3.980500e+07  -4.059800e-03  -4.059800e-03
  -1.995000e-03  -3.985800e+07  -3.980800e-03  -3.980800e-03
  -2.030000e-03  -3.990100e+07  -4.023800e-03  -4.023800e-03
  -2.065000e-03  -3.993400e+07  -4.206000e-03  -4.206000e-03
  -2.100000e-03  -3.995900e+07  -4.103700e-03  -4.103700e-03
  -2.135000e-03  -3.997700e+07  -4.128900e-03  -4.128900e-03
  -2.170000e-03  -3.998900e+07  -4.075400e-03  -4.075400e-03
  -2.205000e-03  -3.999500e+07  -3.948000e-03  -3.948000e-03
  -2.240000e-03  -3.999900e+07  -3.563900e-03  -3.563900e-03
  -2.275000e-03  -4.000000e+07  -3.848700e-03  -3.848700e-03
  -2.310000e-03  -3.897200e+07  -3.879400e-03  -3.879400e-03
  -2.345000e-03  -3.540600e+07  -3.900900e-03  -3.900900e-03
  -2.380000e-03  -3.247900e+07  -3.860700e-03  -3.860700e-03
  -2.415000e-03  -2.999500e+07  -4.041000e-03  -4.041000e-03
  -2.450000e-03  -2.783900e+07  -3.989400e-03  -3.989400e-03
  -2.485000e-03  -2.593700e+07  -4.216500e-03  -4.216500e-03
  -2.520000e-03  -2.424100e+07  -4.125100e-03  -4.125100e-03
  -2.555000e-03  -2.271400e+07  -4.081200e-03  -4.081200e-03
  -2.590000e-03  -2.132900e+07  -4.073300e-03  -4.073300e-03
  -2.625000e-03  -2.006500e+07  -4.093400e-03  -4.093400e-03
  -2.660000e-03  -1.890600e+07  -3.947000e-03  -3.947000e-03
  -2.695000e-03  -1.783900e+07  -4.006900e-03  -4.006900e-03
  -2.730000e-03  -1.685300e+07  -3.383200e-03  -3.383200e-03
  -2.765000e-03  -1.593800e+07  -3.458700e-03  -3.458700e-03
  -2.800000e-03  -1.508800e+07  -4.084800e-03  -4.084800e-03
  -2.835000e-03  -1.429600e+07  -3.820800e-03  -3.820800e-03
  -2.870000e-03  -1.355600e+07  -3.935700e-03  -3.935700e-03
  -2.905000e-03  -1.286400e+07  -3.874400e-03  -3.874400e-03
  -2.940000e-03  -1.221500e+07  -4.199300e-03  -4.199300e-03
  -2.975000e-03  -1.160600e+07  -4.147000e-03  -4.147000e-03
  -3.010000e-03  -1.103300e+07  -4.100700e-03  -4.100700e-03
  -3.045000e-03  -1.049400e+07  -3.359000e-03  -3.359000e-03
  -3.080000e-03  -9.985600e+06  -4.218800e-03  -4.218800e-03
  -3.115000e-03  -9.506200e+06  -3.806600e-03  -3.806600e-03
  -3.150000e-03  -9.053500e+06  -3.437500e-03  -3.437500e-03
  -3.185000e-03  -8.625600e+06  -3.938300e-03  -3.938300e-03
  -3.220000e-03  -8.220800e+06  -3.916500e-03  -3.916500e-03
  -3.255000e-03  -7.837600e+06  -4.087000e-03  -4.087000e-03
  -3.290000e-03  -7.474500e+06  -3.529400e-03  -3.529400e-03
  -3.325000e-03  -7.130300e+06  -3.687500e-03  -3.687500e-03
  -3.360000e-03  -6.803700e+06  -4.239400e-03  -4.239400e-03
  -3.395000e-03  -6.493800e+06  -4.228600e-03  -4.228600e-03
  -3.430000e-03  -6.199400e+06  -4.023800e-03  -4.023800e-03
  -3.465000e-03  -5.919700e+06  -4.017100e-03  -4.017100e-03
