 1.962e+11 -7.385e+10 -7.583e+10 -1.129e+09  1.141e+08 -5.042e+08
-7.385e+10  1.950e+11 -7.483e+10  4.582e+08 -2.049e+09 -9.687e+08
-7.583e+10 -7.483e+10  1.970e+11  6.602e+08  1.909e+09  1.753e+09
-1.129e+09  4.582e+08  6.602e+08  1.368e+11 -5.938e+08 -8.293e+08
 1.141e+08 -2.049e+09  1.909e+09 -5.938e+08  1.327e+11  1.376e+09
-5.042e+08 -9.687e+08  1.753e+09 -8.293e+08  1.376e+09  1.331e+11
