 6.607e+10  5.182e+08  3.807e+08 -4.471e+07 -3.218e+07 -1.424e+08
 5.182e+08  6.603e+10  5.209e+08  3.367e+07  1.055e+08  5.707e+07
 3.807e+08  5.209e+08  6.628e+10  2.327e+07  6.240e+07 -1.833e+08
-4.471e+07  3.367e+07  2.327e+07  3.278e+10 -5.536e+07  6.697e+07
-3.218e+07  1.055e+08  6.240e+07 -5.536e+07  3.298e+10  1.097e+06
-1.424e+08  5.707e+07 -1.833e+08  6.697e+07  1.097e+06  3.296e+10
