# stiffnessNum
 1.669e+13 -8.315e+12 -8.327e+12 -4.408e+10 -1.316e+11  1.409e+11
-8.320e+12  1.674e+13 -8.373e+12  1.083e+11  2.265e+10 -1.044e+11
-8.322e+12 -8.378e+12  1.675e+13 -6.439e+10  1.093e+11 -3.653e+10
-4.297e+10  8.422e+10 -4.134e+10  1.230e+13 -1.542e+10  2.363e+11
-1.548e+11  2.580e+10  1.293e+11 -4.785e+09  1.233e+13 -9.554e+10
 1.486e+11 -1.153e+11 -3.324e+10  2.165e+11 -9.399e+10  1.205e+13

# stiffnessTheor
 1.866e+13 -9.271e+12 -9.343e+12 -3.841e+10 -1.093e+11  6.430e+10
-9.271e+12  1.860e+13 -9.288e+12  8.774e+10  1.055e+11 -5.748e+10
-9.343e+12 -9.288e+12  1.868e+13 -4.946e+10  4.078e+09 -6.669e+09
-3.841e+10  8.774e+10 -4.946e+10  1.371e+13  3.258e+10  1.843e+11
-1.093e+11  1.055e+11  4.078e+09  3.258e+10  1.377e+13 -7.250e+10
 6.430e+10 -5.748e+10 -6.669e+09  1.843e+11 -7.250e+10  1.367e+13

# sumladiv3v
1.84128661899
